,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
59210,1O74aTse7W5hd2rAvnEVaW,Xerecard,80,236112,1,"['Jeff Costa', 'Mc Danny']",2020-10-18,0.94,0.739,4,-6.297,1,0.0441,0.426,0.000951,0.286,0.962,125.964
59212,56Ta1O7Jxxpjnc6cWdDKUo,Si Me Dices Que Sí,80,211652,0,"['Reik', 'Farruko', 'Camilo']",2020-02-18,0.578,0.634,8,-5.979,0,0.333,0.00473,0.0,0.132,0.216,183.89
59214,3gD4J3RUHy4OUuZ3qAiaiG,Caramelo,80,217547,0,['Ozuna'],2020-06-11,0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084
59216,364dI1bYnvamSnBJ8JcNzN,Intentions,80,212869,0,"['Justin Bieber', 'Quavo']",2020-02-07,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014
59218,7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,80,199549,0,"['Kygo', 'OneRepublic']",2020-05-15,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988
59222,25j0Sape7qZbq6ZPLFefTT,Buss It,80,187000,1,['Erica Banks'],2020-06-19,0.956,0.502,9,-5.995,1,0.213,0.0593,0.0,0.238,0.795,110.003
59224,4K06PO78fW4mnBVenxGNob,Conversations,80,181661,1,['Juice WRLD'],2020-07-10,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93
59226,3QH8rQGNFX8VLbCgZ7uPTS,Fly To My Room,80,222243,0,['BTS'],2020-11-20,0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91
59228,7L6G0wpIUiPXuvoo7qhb06,oops!,80,139760,1,['Yung Gravy'],2020-10-02,0.886,0.743,6,-6.797,0,0.0812,0.0358,0.000198,0.0511,0.941,131.902
59230,3QCU8BT0zDS9LPVfEhRFEE,ALWAYS DO,80,151705,1,['The Kid LAROI'],2020-11-06,0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827
59686,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),100,198082,1,"['Justin Bieber', 'Daniel Caesar', 'Giveon']",2021-03-19,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03
59687,7lPN2DXiMsVn7XUKtOW1CS,drivers license,99,242014,1,['Olivia Rodrigo'],2021-01-08,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874
59688,3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,98,132780,0,['Masked Wolf'],2021-01-06,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996
59689,7MAibcTli4IisCtbHKrGMh,Leave The Door Open,96,242096,0,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",2021-03-05,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088
59690,7Bk0uXKk1uPT0XuQbpFzvs,Fiel,94,261667,0,"['Los Legendarios', 'Wisin', 'Jhay Cortez']",2021-02-04,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005
59691,4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,94,169153,0,"['Riton', 'Nightcrawlers', 'Mufasa & Hypeman', 'Dopamine']",2021-01-15,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
59692,5YYW3yRktprLRr47WK219Y,Ella No Es Tuya - Remix,92,218107,0,"['Rochy RD', 'Myke Towers', 'Nicki Nicole']",2021-02-03,0.585,0.611,6,-4.132,1,0.288,0.39,0.0,0.649,0.962,97.041
59693,1XXimziG1uhM0eDNCZCrUl,Up,92,156945,1,['Cardi B'],2021-02-05,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0
59694,5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,92,162803,1,"['Travis Scott', 'HVME']",2021-01-15,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917
59696,3iw6V4LH7yPj1ESORX9RIN,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,92,116750,0,"['Nathan Evans', '220 KID', 'Billen Ted']",2021-01-21,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932
59697,2TksvaRivgAEj780DgRB73,911,91,215891,1,['Sech'],2021-02-05,0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.296,0.744,93.029
59698,5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),91,150053,0,"['ATB', 'Topic', 'A7S']",2021-01-15,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993
59699,3aQem4jVGdhtg116TmJnHz,What’s Next,91,178154,1,['Drake'],2021-03-05,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895
59700,1diS6nkxMQc3wwC4G1j0bh,We're Good,91,165507,0,['Dua Lipa'],2021-02-11,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01
59701,079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),90,186088,0,"['Selena Gomez', 'Rauw Alejandro']",2021-03-12,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903
59702,3UHPGOkUcE4hE7sqBF4Snt,Film out,88,214621,0,['BTS'],2021-04-01,0.499,0.709,10,-6.404,1,0.134,0.296,0.0,0.331,0.314,164.032
59703,6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),90,227395,0,"['Maroon 5', 'Megan Thee Stallion']",2021-03-03,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048
59704,61KpQadow081I2AsbeLcsb,deja vu,90,215508,1,['Olivia Rodrigo'],2021-04-01,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088
59705,43PGPuHIlVOc04jrZVh9L6,RAPSTAR,89,165926,1,['Polo G'],2021-04-09,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039
59706,31qCy5ZaophVA81wtlwLc4,Anyone,90,190779,0,['Justin Bieber'],2021-01-01,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884
59707,65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),89,192956,1,"['Drake', 'Lil Baby']",2021-03-05,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006
59708,7l2tmgUhV7Y2aJHjiszifg,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),82,277592,0,['Taylor Swift'],2021-04-07,0.661,0.819,11,-6.269,0,0.0519,0.167,0.0,0.0647,0.724,135.937
59709,2MZQAvsA7aZDssppBLRxYp,Batom de Cereja - Ao Vivo,89,140942,0,['Israel & Rodolffo'],2021-01-29,0.606,0.908,6,-6.201,0,0.0565,0.556,0.0,0.19,0.798,171.966
59710,1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),80,231124,0,['Taylor Swift'],2021-04-09,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033
59711,77sMIMlNaSURUAXq5coCxE,Fearless (Taylor’s Version),80,241592,0,['Taylor Swift'],2021-04-09,0.569,0.741,5,-4.963,1,0.0282,0.0122,0.0,0.333,0.43,100.118
59736,0siYMEsGrzzzlWLXK5zJfS,BED,87,178088,0,"['Joel Corry', 'RAYE', 'David Guetta']",2021-02-26,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989
59738,58pgi1RpcU2fVJsxhm7BIr,Tapão Na Raba,87,175047,0,['Raí Saia Rodada'],2021-01-22,0.808,0.796,1,-3.169,1,0.0305,0.462,0.000269,0.155,0.799,128.048
59739,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),85,208867,1,"['Doja Cat', 'SZA']",2021-04-09,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968
59741,3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,85,205458,1,"['Lil Tjay', '6LACK']",2021-04-02,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949
59742,5Km4r87BoX2qqtoprYS1gh,LOCATION,86,265240,1,"['KAROL G', 'Anuel AA', 'J Balvin']",2021-02-12,0.772,0.758,9,-3.891,1,0.0482,0.0433,0.0,0.295,0.654,115.977
59743,0VWLId2RwPCno9s1cJm2Vy,Travesuras - Remix,86,324426,1,"['Nio Garcia', 'Casper Magico', 'Ozuna', 'Wisin & Yandel', 'Myke Towers', 'Flow La Movie']",2021-03-11,0.739,0.788,1,-5.198,1,0.0731,0.0513,0.0,0.282,0.473,175.996
59744,6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,86,141050,0,"['P!nk', 'Willow Sage Hart']",2021-02-12,0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702
59745,2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),86,139563,0,"['Ofenbach', 'Lagique']",2021-01-08,0.734,0.855,6,-4.578,0,0.135,0.0821,4.73e-06,0.0901,0.54,121.955
59746,4FRW5Nza1Ym91BGV4nFWXI,Lemon Pepper Freestyle (feat. Rick Ross),86,383037,1,"['Drake', 'Rick Ross']",2021-03-05,0.77,0.637,1,-5.53,1,0.345,0.103,0.0,0.171,0.431,94.966
59747,1mauYRwbpoGQX6itP2FAJC,Fan de Tus Fotos,86,197647,0,"['Nicky Jam', 'Romeo Santos']",2021-02-08,0.728,0.689,7,-5.718,1,0.0725,0.293,1.26e-05,0.109,0.431,170.089
59748,7I8L3vYCLThw2FDrE6LuzE,Además de Mí - Remix,86,330040,1,"['Rusherking', 'KHEA', 'Duki', 'Maria Becerra', 'Lit Killah', 'Tiago PZK']",2021-03-04,0.397,0.613,6,-5.077,1,0.0549,0.0396,0.0,0.192,0.405,78.4
59749,2dl5K2ScW7jYhAhuem06cm,PROBLEMA,86,184507,1,['Daddy Yankee'],2021-02-26,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988
59751,5SFXOMJJ334Wn2PwBHeRZN,Girls Like Us,86,189000,0,['Zoe Wees'],2021-01-12,0.444,0.648,1,-4.955,1,0.0476,0.288,0.0,0.059,0.171,125.706
59752,2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,85,168086,0,['ROSÉ'],2021-03-12,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7
59753,1Crj1zkRMpsEjb9NOR6Zof,"L-Gante: Bzrp Music Sessions, Vol.38",85,192348,0,"['Bizarrap', 'L-Gante']",2021-03-10,0.553,0.819,2,-3.083,1,0.257,0.368,1.36e-05,0.0915,0.761,87.913
59755,6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),85,174406,0,"['Justin Bieber', 'Khalid']",2021-03-19,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928
59756,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),85,140533,1,"['24kGoldn', 'iann dior']",2021-03-26,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007
59757,11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia),85,178405,1,"['Ashnikko', 'Princess Nokia']",2021-01-15,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012
59758,2Gjt4rUHBUH0rMKpBg0hF4,Disco Arranhado - Funk Remix,85,125558,0,"['Malu', 'DJ Lucas Beat']",2021-01-22,0.747,0.725,2,-2.564,0,0.363,0.551,0.0,0.0626,0.904,129.96
59761,2h9TDNEXRhcDIV3fsoEVq9,What Other People Say,85,194890,1,"['Sam Fischer', 'Demi Lovato']",2021-02-04,0.652,0.472,7,-8.084,1,0.0399,0.158,0.0,0.121,0.24,126.904
59763,70uX4beGHc1nQikXveOknp,Mala Costumbre,84,230728,0,"['Manuel Turizo', 'Wisin & Yandel']",2021-01-07,0.823,0.772,0,-4.935,1,0.0591,0.243,0.0,0.118,0.582,96.001
59766,4eNOLmx8r2IJAVKvBBL1jv,Headshot (feat. Polo G & Fivio Foreign),81,144349,1,"['Lil Tjay', 'Polo G', 'Fivio Foreign']",2021-04-02,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0
59767,137mSruegm1u6x9NvwiagR,Unstable (feat. The Kid LAROI),84,158324,0,"['Justin Bieber', 'The Kid LAROI']",2021-03-19,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757
59769,1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),81,232048,1,"['Lil Tjay', 'Offset', 'Moneybagg Yo']",2021-04-02,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031
59770,7BIy3EGQhg98CsRdKYHnJC,Ropa Cara,84,163320,0,['Camilo'],2021-01-18,0.813,0.526,4,-4.787,0,0.125,0.105,0.000661,0.11,0.608,170.002
59771,54OBgO0Xwu20Jak9TMXbR7,Wellerman - Sea Shanty,84,155333,0,['Nathan Evans'],2021-01-21,0.675,0.359,3,-5.157,1,0.108,0.614,0.0,0.137,0.792,191.903
59772,2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,84,209160,0,"['KAROL G', 'Mariah Angeliq']",2021-03-26,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863
59773,07AQkmp456NpEnT8HR7WLy,M4,84,170000,1,"['Teto', 'Matuê']",2021-01-20,0.88,0.59,8,-4.709,0,0.204,0.08,0.0,0.184,0.723,119.97
59775,158ukl5rih76dOEsp0I91H,Paradigmas,84,157355,0,['Jorge & Mateus'],2021-01-22,0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932
59776,41BzKiCrKpUQHS3TP0jmdr,Agua de Jamaica,84,176970,0,['Maluma'],2021-01-28,0.664,0.665,10,-3.616,1,0.0879,0.123,0.0,0.411,0.726,173.961
59777,3T03rPwlL8NVk1yIaxeD8U,Off My Face,84,156468,0,['Justin Bieber'],2021-03-19,0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674
59778,5KFHrrBMyGj5MhVbZMM3ts,Tu Veneno,84,157320,0,['J Balvin'],2021-03-19,0.664,0.659,10,-4.232,0,0.0873,0.0625,0.00024,0.0874,0.797,175.826
59779,7pnQ23WgZca9jEfMts9qsR,Latest Trends,84,158118,1,['A1 x J1'],2021-02-04,0.716,0.513,5,-10.159,0,0.223,0.085,0.0,0.12,0.8,141.894
59780,2SUPbyD77tJuOUbqbxct6l,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,84,147876,0,"['Os Barões Da Pisadinha', 'Jorge']",2021-02-19,0.593,0.932,8,-2.324,1,0.0526,0.302,0.0,0.133,0.913,171.977
59781,43CIWpJaJHRcI4mUSjqgc2,Bad Boy (with Young Thug),84,157355,1,"['Juice WRLD', 'Young Thug']",2021-01-15,0.697,0.674,1,-6.326,1,0.0533,0.00215,0.0,0.138,0.198,81.535
59783,6toQdWWc4noiOk3Eo5mVDS,Beat Box 3 (feat. DaBaby),84,200424,1,"['SpotemGottem', 'DaBaby']",2021-02-26,0.853,0.426,1,-6.812,1,0.374,0.0765,0.0,0.104,0.201,160.051
59784,4AAIAVjSyiq1N7SXKkwXZe,Troca de Calçada,84,203158,0,['Marília Mendonça'],2021-01-29,0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967
59786,17vGPZ5EsdvtgAOCD4FLWI,AP - Music from the film Boogie,83,171892,1,['Pop Smoke'],2021-02-26,0.751,0.744,1,-6.859,1,0.177,0.152,0.000568,0.252,0.634,148.014
59787,0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),83,153865,1,"['Jason Derulo', 'Adam Levine', 'Maroon 5']",2021-01-21,0.749,0.674,10,-5.128,0,0.0366,0.0209,0.0,0.169,0.711,123.055
59788,2z0IupRlVRlDN5r2IVqHyN,Shy Away,82,175044,0,['Twenty One Pilots'],2021-04-07,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966
59805,59fFsGRwFiuhxKDPc1k6xW,Opp Stoppa (feat. 21 Savage),83,135431,1,"['YBN Nahmir', '21 Savage']",2021-01-22,0.829,0.343,2,-4.937,0,0.102,0.00734,0.0,0.179,0.312,78.035
59807,5glMxRMRHGBRj6bydBjoPM,FALA MAL DE MIM,83,154182,0,"['PEDRO SAMPAIO', 'Daniel Caon', 'Wesley Safadão']",2021-01-28,0.695,0.805,8,-4.351,1,0.0959,0.333,0.0,0.0794,0.673,165.036
59808,0DlHQxrVijRqVUfuS6PKaY,Deixa de Onda (Porra Nenhuma),83,185000,1,"['DENNIS', 'Xamã', 'LUDMILLA']",2021-01-21,0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036
59809,0oaY19dUwZimIgzn3ZZLZO,2 Much,82,152796,0,['Justin Bieber'],2021-03-19,0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59
59810,2NnJpRXIlx35Vij3bPZO0h,DAYWALKER! (feat. CORPSE),82,137747,1,"['Machine Gun Kelly', 'CORPSE']",2021-03-12,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972
59811,5NU40QTlXrDUJzDBdv79bg,Deserve You,82,187239,0,['Justin Bieber'],2021-03-19,0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934
59812,5RAIMjdrCEjpjaR5tBATXU,Aloha,82,241659,0,"['Maluma', 'Beéle', 'Rauw Alejandro', 'Mambo Kingz', 'DJ Luian', 'Darell']",2021-03-05,0.807,0.712,1,-5.757,1,0.1,0.532,2.37e-05,0.163,0.792,100.004
59813,4jOBQxq4Ffd8DDrsN4wPOR,Christian Dior,82,147120,1,['Jhay Cortez'],2021-03-12,0.839,0.706,7,-5.629,0,0.0728,0.264,1.23e-06,0.106,0.462,92.031
59814,2AceGjiX9isUbXmMZa0Dl1,Floating Through Space,82,177801,0,"['Sia', 'David Guetta']",2021-02-04,0.575,0.844,6,-4.89,0,0.072,0.00172,0.0,0.114,0.277,104.914
59815,2dNhNlpZAtV4lwAFW45LIv,Am,82,182496,1,"['Nio Garcia', 'Flow La Movie']",2021-01-28,0.83,0.517,6,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959
59816,472vIK1ldetTxRxG3ovaiY,Glad You Exist,82,144533,0,['Dan + Shay'],2021-02-05,0.748,0.551,11,-6.12,1,0.0349,0.235,0.0,0.119,0.66,103.953
59817,0awuNCj9gwJEM0seER22DW,CHICKEN TENDIES,82,196844,0,['Clinton Kane'],2021-02-19,0.57,0.689,7,-6.242,1,0.147,0.358,0.0,0.0819,0.568,100.087
59819,5J5CpT6bgE6KYKk23jgp9W,Patience (feat. YUNGBLUD & Polo G),82,181720,1,"['KSI', 'YUNGBLUD', 'Polo G']",2021-03-12,0.616,0.741,7,-4.272,0,0.0426,0.00251,0.0,0.307,0.431,122.012
59821,3jjBPF4NDMCU51psU8JPpR,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",82,182438,1,"['Ariana Grande', 'Doja Cat', 'Megan Thee Stallion']",2021-01-15,0.88,0.662,0,-5.766,1,0.304,0.205,0.0,0.227,0.726,109.988
59822,7eX3um6NpOQKWJMGCi97XD,Real As It Gets (feat. EST Gee),82,192804,1,"['Lil Baby', 'EST Gee']",2021-03-04,0.779,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005
59823,3XoflnowYPFRPOh3uFvHcm,Selfish Love (with Selena Gomez),82,168649,0,"['DJ Snake', 'Selena Gomez']",2021-03-04,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971
59824,4ga4WvRNhMsIL38pkBbnIN,Pressure (feat. Tove Lo),82,144391,0,"['Martin Garrix', 'Tove Lo']",2021-02-05,0.859,0.558,7,-8.991,0,0.0902,0.659,0.324,0.124,0.357,114.978
59825,2bo0HCDcZj8BYjoht9zYgk,Time Today,82,136939,1,['Moneybagg Yo'],2021-02-03,0.909,0.617,1,-7.736,1,0.401,0.044,0.0,0.233,0.301,136.924
59826,5hChuUMe5iHfjkXgzj1D4b,Track Star,82,199706,1,['Mooski'],2021-02-09,0.641,0.598,7,-5.7,0,0.324,0.381,0.0,0.0921,0.285,131.459
59828,2tB9OFgAHjAds3cqquLlvp,Loved By You (feat. Burna Boy),82,159250,0,"['Justin Bieber', 'Burna Boy']",2021-03-19,0.79,0.724,1,-6.972,1,0.0852,0.0696,2.33e-06,0.113,0.642,101.04
59829,06XQvnJb53SUYmlWIhUXUi,怪物,82,206000,0,['YOASOBI'],2021-01-06,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57e-05,0.31,0.774,169.935
59830,4I5bvu2KDsrCg0EWHIcvul,Don't Play,81,188581,0,"['Anne-Marie', 'KSI', 'Digital Farm Animals']",2021-01-15,0.695,0.784,6,-6.564,0,0.0402,0.0889,0.0,0.0843,0.52,128.031
59831,56F3ngwk3a42aLY0o5QgBF,Fala Comigo - Ao Vivo,81,140629,0,['Gusttavo Lima'],2021-02-04,0.818,0.919,2,-3.013,1,0.0694,0.283,0.0,0.318,0.949,160.002
59832,2769RhOZs0ezRncRW1vryp,Till Forever Falls Apart,81,222861,1,"['Ashe', 'FINNEAS']",2021-03-02,0.509,0.498,2,-6.94,1,0.0315,0.413,0.0,0.0674,0.283,99.729
59834,7HsjuVBM93Z2RoxjpWLgTT,Richer (feat. Polo G),81,190459,1,"['Rod Wave', 'Polo G']",2021-03-26,0.726,0.411,1,-12.929,1,0.0671,0.438,0.0,0.087,0.734,137.905
59856,3cBsEDNhFI9E82vPj3kvi3,Wasted On You,81,178520,0,['Morgan Wallen'],2021-01-08,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0
59857,4hSJUp6k7QeHLxU32MrLIU,Ohne Dich,81,125720,1,"['KASIMIR1441', 'badmómzjay', 'WILDBWOYS']",2021-01-14,0.807,0.535,11,-6.519,0,0.349,0.191,0.0,0.125,0.925,156.013
59859,6Et5KimMg3IXwD6lJPGmQw,Me Fije,81,202307,1,"['Alex Rose', 'Rauw Alejandro']",2021-03-18,0.76,0.674,7,-4.039,0,0.0636,0.396,3.54e-05,0.0977,0.735,172.024
59862,6u3CPnFMKANYgfdiifFOiJ,"Gravity (feat. Tyler, The Creator)",81,214693,1,"['Brent Faiyaz', 'DJ Dahi', 'Tyler, The Creator']",2021-01-29,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924
59864,0Cnb8XdGDMHAmIRBUJMkIS,Where The Lights Are Low,81,136996,0,"['Toby Romeo', 'Felix Jaehn', 'FAULHABER']",2021-01-22,0.759,0.807,8,-5.812,0,0.122,0.448,0.0,0.105,0.62,123.904
59865,46zfTi4Wg6mmkOBPimtg6X,Frag mich nicht,81,157253,1,"['Miksu / Macloud', 'Nimo', 'Jamule']",2021-03-26,0.885,0.634,6,-6.467,1,0.0821,0.384,7.78e-06,0.11,0.597,99.046
59866,15OCqNPYoLziEAsbVnqRj5,Good Without,81,182121,0,['Mimi Webb'],2021-03-26,0.616,0.576,11,-5.495,0,0.0532,0.0723,0.0,0.375,0.269,89.962
59875,5RmSunLqeDqNWww8LWhAiK,WACHA,80,206360,1,"['KHEA', 'Duki']",2021-04-01,0.737,0.634,3,-4.25,0,0.0424,0.345,0.0,0.111,0.528,94.927
59876,1HoapWs5KcMzs8QYdgg9Kt,Não Pode Se Apaixonar,81,170000,0,"['Xand Avião', 'DJ Ivis', 'Mc Danny']",2021-02-12,0.69,0.874,10,-4.169,1,0.0882,0.0731,0.0,0.104,0.921,168.116
59877,2vl0D1b0M6UHlD1Fjh5j1m,JETSKI (feat. Lil Mosey & Lil Tecca),81,165161,1,"['Internet Money', 'Lil Tecca', 'Lil Mosey']",2021-03-26,0.883,0.446,8,-8.723,0,0.296,0.0253,0.0,0.103,0.463,92.95
59879,7aely3H8kMj9o0gt6vXHE1,Die For You (feat. Dominic Fike),81,198426,0,"['Justin Bieber', 'Dominic Fike']",2021-03-19,0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031
59880,0DAQryfUiFZdWFo76RYBc8,Madonna,81,195734,0,"['Bausa', 'Apache 207']",2021-02-19,0.806,0.565,11,-8.96,0,0.113,0.47,0.0,0.0824,0.311,116.963
59882,3HquWF2pZmWYu3WAEP9Heb,Só Não Divulga,81,160477,0,"['Fernando & Sorocaba', 'Tarcísio do Acordeon']",2021-02-25,0.553,0.785,3,-4.099,0,0.0682,0.665,0.0,0.445,0.914,75.852
59883,2ufLEVbzvEcJ3subW8jBUp,Lut Gaye,80,228031,0,"['Jubin Nautiyal', 'Tanishk Bagchi', 'Nusrat Fateh Ali Khan', 'Emraan Hashmi']",2021-02-17,0.638,0.785,10,-2.612,1,0.044,0.185,0.0,0.245,0.515,91.101
59886,4Agtk2MrapdZAVN7v6PuFO,Roadtrip,80,133661,0,"['Dream', 'PmBata']",2021-02-05,0.459,0.581,10,-6.575,1,0.0713,0.316,0.0,0.124,0.49,176.195
59889,27UcQ6dAvQrgH9C880rCM3,Love You Different (feat. BEAM),80,186696,0,"['Justin Bieber', 'BEAM']",2021-03-19,0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.138
59894,3SK45LddxlEkzI8OWO9Eyo,Ingobernable,80,187053,0,"['C. Tangana', 'Gipsy Kings', 'Nicolás Reyes', 'Tonino Baliardo']",2021-02-26,0.705,0.757,6,-5.608,0,0.0656,0.195,0.000228,0.0524,0.737,104.973
59900,1GkHyypTFkUf0QQKwYoXH4,You (with Marshmello & Vance Joy),80,169632,0,"['benny blanco', 'Marshmello', 'Vance Joy']",2021-01-29,0.668,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.119,0.305,103.116
59904,4KrhaZm4JRkNO4HRdLvJIG,Моя голова винтом (My head is spinning like a screw),80,140000,0,['kostromin'],2021-02-02,0.833,0.748,1,-5.963,1,0.229,0.0331,1.44e-06,0.0728,0.484,119.925
59905,3promGTTwsn1N5D6RzaFMV,I'm not Pretty,80,118400,1,['JESSIA'],2021-01-08,0.71,0.525,2,-6.477,1,0.311,0.0827,0.0,0.0661,0.903,75.171
59906,1xMvdOFQaql3EBkHmuh2TK,Batman,80,156432,1,['LPB Poody'],2021-02-12,0.893,0.565,1,-4.74,1,0.268,0.0754,0.0,0.0375,0.808,81.009
59907,1eIS75JS5rfbJpSu6ZC9EO,VOCE,80,211411,0,['Madame'],2021-03-03,0.615,0.834,8,-5.471,1,0.0667,0.105,0.0,0.157,0.341,112.602
59908,45kgqMRkC29qjBlzeaJcad,Street Runner,80,252021,1,['Rod Wave'],2021-03-10,0.613,0.61,5,-8.633,0,0.246,0.211,0.000361,0.152,0.433,160.004
59909,5xrtzzzikpG3BLbo4q1Yul,LILAC,80,214253,0,['IU'],2021-03-25,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942
